Sentence,Label
cant wait till my bitches get here ,1
this hangover a bitch ,1
 nee dat is na langdurig gepest wordenzoals ik al zeiin d kiem smorenis ook vb voor t kind hoe je moet optreden,0
i had wack dick until i started messing with white hoes they stuck around let a young goon practice on em,1
 gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy,1
 but you knew it was pointless to cry because it would just add to the awful humidity ,0
little stupid ass bitch i aint fuckin wit chuuu,1
 lets hang fag,1
 remember in a relationship her friends are not yours theyll let her be a hoe,1
 some black guy at my school asked if there were colored printers in the library its  man you can use any printer you,1
 u want me to make u one of my ghetto nunchucks they come in singles and double_ended,0
 i spray clorox on the seat after bitches use it i aint had that much trust in females since sam rothstein met ginger,1
 i seeing ppl saying running a train on a bird and a parry is the same thing but das not what i knowso looking for clarity,1
wth is that playing missy i mean seriously this movie gone be trash ,0
 when the pussy so good you cant pull out ever ,1
your bitch got her lipstick on my dick,1
i feel like a bad bitch when i wear my rhinestoned pocket jeans ,1
when somebody ask where da hoes at universal answer is shit u got em,1
work gets me through those rough days hahaha hoes,1
 buy me double stuffed oreos and you can be my boyfriend,0
 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l,1
 lmao this nigguh,1
i be stalking hoes ,1
 cant treat these hoes like ladies man,1
pussy put his ass to sleep,1
 ever wanna text somebody and be like bitch die i hope you dont wake up you low down dirty muthafxcka,1
 apologies trash whats understood aint gotta be explained,0
 cc rosemary lehmberg ill show you how to chug a beer motherfker beerfest ,1
 hoes hoes aint nothin but hoes,1
 it isnt so much that liberals are ignorant its just that they know so many things that arent so ronald reagan ,0
 my tbt i learn the english from that jabroni big bird but i break his fucking neck ,1
after a fight in the club in new orleans them bitches start jumping,1
 yeah tht a bitch we aint gay brah chill,1
philosophy existentialism and depth and not trash pop mtvhottestlanadelrey,1
bitch im me so who u,1
tickets hoe ,1
 i took the hoe to burger king,1
 real rap fucked that bitch lay up for the day thats really disrespectful like bitch u couldnt feel the throw up coming,1
 miley cyrus macklemore adam levine all got together n were like lets gets the most retarded fucking hair cuts ever,1
 british jihadi mother who wants to be first female executioner is mis most wanted ,0
lightskins and spanish girls be acting like breaking niggas hearts is a necessity stop being cruel bitch,1
 for some spook shit,1
 oi ya big boring cunt kubrats a comin ,1
lol they tricking niccas left n right,1
 all i did was bitch about jessie still love you anyway,1
 aint nobody bitter here women who know their worth spending their life upgrading somebody son but actually living it and becoming their best versions for themselves you go look cute on your maid outfit like you always do,0
 i wish you wood like a tree in this bitch,1
 the trash generation,1
 thotgoals i wanna learn how to jigg really good so i can be in the circle,1
 coons and monkeys like you disgust me you minstrel show negro crying about shit all the time youre a disgrace everywhere,1
 discredited by whom per the government the study is good and factual pay your bills moocher teabaggers and republicans,0
you old bittersalty ass niccas make my flesh crawl off my bones such bitches you are dontarguejustacceptit,1
 royal city of the kushite kings at meroe sudannear river nileit was the seat of the rulers who occupied egypt ,0
 steals your bitch,1
 ok stupid bitch,1
 fuck my throbbing pussy slowly,1
 your the one keeping me up faggot,1
 he is not the best receiver in the nfl when healthy,0
 fuck yeah go you ,1
 bruno fag boy you love me,1
this ma niggah ,1
up like an eagle tryna catch the early bird that catches the worm,0
 if one more fb idiot bitches about the weather i will hunt them down kill them with kindness because everyone is enti,1
 my pussy sweet like watermelon thotermelon,1
 its up there with the bumper sticker liberals just more expensive,0
 fuck dat bitch,1
 that hoe cant cook,1
 all the great qbs fold under pressure gshit if u blitz peyton ass he gon gook out,1
 yeah way to ruin the fucking hype this is why you werent invited to dennys after we finished with andreas lol,1
 because youre a fag,1
cant save these hoes,1
 just imagine the divorce case if she hadnt murdered him your honor i would like to introduce into evidence the book wherein she details how she is planning to kill me ,0
 youre such a fake bitch hahaha,1
 an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash,0
tell these hoes i love them just to fuck em,1
 ur ex girlfriend is a slut fr f dat hoe,1
 conservatives the trailer trash party of canada,1
 i know hoe,1
 cheers to you you stupid bitch ,1
 some bitches turned on me with bitched that once turned on them ,1
 sometimes i wanna upper cut this bitch but i dont know if shes special ed or not,1
 it means youre a faggot lol,1
my mom is so clueless to whats going on with me lol she like you cant trust negros witcha money lmfao whaaaat,1
 i want pussy for dinner,1
yall hoes broke be stealing from the mall but be flexing,1
 oomf pussy probably taste like the krabby patty secret formula,1
niggas not stepping up they still tryna get back in the day kinda pussy lol,1
operation ask redhead resolve charlie brown rejectedpeanutsspecials,0
 fuck what a nigga gonna do i wanna see it and tell that nigga to stop acting like a bitch then,1
fairy tale hat free crochet pattern for child and adult at ,0
 legit just lold shit is funny asf,0
i hope charlie brought the lube for this test,0
 trippin over a rock trippin over a bitch,1
suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch,1
 i just wanna do something for somebodyboy sound desperate than hoe how you bout you start off and flat that nose of yours,1
 when bet now i make sure that bitch is not involved thats  thing floyd and pac can agree on she screwed em both,1
im tryn tell yall brah i went wit a slut n could not stop da bitch frm boppin dat shit scary,1
 weird to see a local yokel journalist get worked up enough to take such a pointed side though thought they were impartial,1
 malibus on a comeup but in other news she mean denna hoe and not even light skinedddd hahaha,1
 cry some more thats a legal tackle faggot seriously ,1
